Timestamp,Partial Total USD,Partial Total USD Raw,Funding Rate (%),Long/Short Ratio,Health Score,Price
2025-09-27 22:55,"$2,914,943,525.52",2914943525.5199995,0.0038,1.0,15,203.7
2025-09-27 22:56,"$2,916,210,386.25",2916210386.25,0.0038,1.0,25,203.78
2025-09-27 22:56,"$2,916,067,285.68",2916067285.68,0.0038,1.0,25,203.77
2025-09-27 22:57,"$2,918,209,343.54",2918209343.54,0.0038,1.0,25,203.91
2025-09-27 22:58,"$2,917,579,617.56",2917579617.5600004,0.0038,1.0,25,203.86
2025-09-27 22:59,"$2,916,763,347.28",2916763347.28,0.0038,1.0,25,203.79
2025-09-27 23:01,"$2,918,067,533.53",2918067533.5299997,0.0038,1.0,25,203.85
